age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,credit_per_month,age_group,credit_to_age_ratio,no_checking,no_saving,saving_level,checking_level,financial_security
43.0,male,2,own,little,little,1935.0,12.0,furniture/equipment,good,161.23656361969836,41-50,45.0,0,0,1,1,0.34071550255536626
26.0,male,2,own,little,moderate,1424.0,12.0,domestic appliances,good,118.65677860178319,18-30,54.76923076923077,0,0,1,2,0.41254125412541254
21.0,male,1,own,little,little,6568.0,24.0,business,good,273.6552643639848,18-30,312.76190476190476,0,0,1,1,0.1321353065539112
55.0,male,2,own,rich,little,1413.0,12.0,car,good,117.7401883176402,51-60,25.69090909090909,0,0,4,1,1.6576875259013675
33.0,male,2,own,little,little,3074.0,9.0,radio/TV,good,341.51760915453843,31-40,93.15151515151516,0,0,1,1,0.2454590083456063
45.0,female,1,own,little,little,3835.0,36.0,radio/TV,good,106.52481875503459,41-50,85.22222222222223,0,0,1,1,0.20682523267838676
50.0,male,2,own,little,little,5293.0,27.0,business,bad,196.02977667493795,41-50,105.86,0,0,1,1,0.1589067217543302
64.5,male,3,own,little,rich,1908.0,30.0,business,bad,63.59788007066431,60+,29.58139534883721,0,0,1,3,0.343878954607978
51.0,male,2,own,little,little,3342.0,36.0,radio/TV,good,92.8307547012583,51-60,65.52941176470588,0,0,1,1,0.23030861354214646
39.0,female,1,own,little,moderate,932.0,6.0,education,good,155.30744875854023,31-40,23.897435897435898,0,0,1,2,0.5175983436853002
31.0,male,2,own,little,little,3104.0,18.0,business,good,172.43486472973723,31-40,100.12903225806451,0,0,1,1,0.24366471734892786
23.0,male,2,own,little,rich,3913.0,36.0,radio/TV,good,108.69142523818783,18-30,170.1304347826087,0,0,1,3,0.2035416242621616
24.0,male,1,rent,little,little,3021.0,24.0,furniture/equipment,good,125.86975542685721,18-30,125.875,0,0,1,1,0.2486943546381497
64.0,female,2,own,little,little,1364.0,10.0,car,good,136.3863613638636,60+,21.3125,0,0,1,1,0.4230118443316413
26.0,male,1,own,little,moderate,625.0,12.0,radio/TV,good,52.07899341721524,18-30,24.03846153846154,0,0,1,2,0.6153846153846154
23.0,female,2,rent,little,little,1200.0,12.0,education,good,99.99166736105325,18-30,52.17391304347826,0,0,1,1,0.45454545454545453
30.0,male,2,own,little,little,707.0,12.0,radio/TV,good,58.911757353553874,18-30,23.566666666666666,0,0,1,1,0.5858230814294084
32.0,male,2,own,little,little,2978.0,24.0,business,good,124.07816340985792,31-40,93.0625,0,0,1,1,0.2513826043237808
30.0,male,2,own,little,little,4657.0,15.0,car,good,310.44597026864875,18-30,155.23333333333332,0,0,1,1,0.176772140710624
27.0,male,2,own,little,little,2613.0,36.0,repairs,good,72.58131718563374,18-30,96.77777777777777,0,0,1,1,0.2767783005812344
27.0,male,2,own,rich,moderate,7882.375,42.0,radio/TV,bad,187.6711268779315,18-30,291.93981481481484,0,0,4,2,0.45033000745859075
53.0,male,3,free,little,little,7865.0,12.0,furniture/equipment,bad,655.3620531622365,51-60,148.39622641509433,0,0,1,1,0.11280315848843768
22.0,male,2,own,little,little,1478.0,9.0,radio/TV,bad,164.2039773358516,18-30,67.18181818181819,0,0,1,1,0.4035512510088782
22.0,male,2,free,little,little,3149.0,24.0,furniture/equipment,good,131.2028665472272,18-30,143.13636363636363,0,0,1,1,0.24102193299590263
26.0,male,2,own,little,rich,4210.0,36.0,radio/TV,bad,116.94119607788673,18-30,161.92307692307693,0,0,1,3,0.19193857965451055
51.0,male,1,free,quite rich,little,2507.0,9.0,car,good,278.524608376847,51-60,49.15686274509804,0,0,3,1,0.8554319931565441
35.0,male,2,own,moderate,little,2141.0,12.0,radio/TV,good,178.4017998500125,31-40,61.17142857142857,0,0,2,1,0.6367398917542184
25.0,male,1,own,little,moderate,866.0,18.0,radio/TV,good,48.10843842008777,18-30,34.64,0,0,1,2,0.5359056806002144
42.0,male,1,own,little,little,1544.0,4.0,radio/TV,good,385.9035241189702,41-50,36.76190476190476,0,0,1,1,0.3930817610062893
30.0,male,3,own,little,little,1823.0,24.0,radio/TV,bad,75.95516853464439,18-30,60.766666666666666,0,0,1,1,0.35423308537017356
23.0,male,0,own,little,moderate,7882.375,6.0,car,bad,1313.5102482919513,18-30,342.7119565217391,0,0,1,2,0.11258250186464769
61.0,male,1,rent,moderate,moderate,2767.0,21.0,business,bad,131.75563068425313,60+,45.36065573770492,0,0,2,2,0.5309264666843643
35.0,female,2,own,little,little,1291.0,12.0,radio/TV,good,107.57436880259979,31-40,36.885714285714286,0,0,1,1,0.4364906154517678
39.0,male,2,own,little,little,2522.0,30.0,radio/TV,good,84.06386453784873,31-40,64.66666666666667,0,0,1,1,0.2839295854628052
29.0,female,2,own,little,little,915.0,24.0,car,bad,38.12341152451981,18-30,31.551724137931036,0,0,1,1,0.5221932114882506
51.0,male,2,own,little,little,1595.0,6.0,radio/TV,good,265.7890351608065,51-60,31.274509803921568,0,0,1,1,0.3853564547206166
24.0,male,2,free,little,little,4605.0,42.0,car,bad,109.64024666079379,18-30,191.875,0,0,1,1,0.1784121320249777
27.0,female,2,own,little,little,1185.0,12.0,business,good,98.74177151904009,18-30,43.888888888888886,0,0,1,1,0.45766590389016015
35.0,female,1,own,quite rich,little,3447.0,12.0,education,good,287.22606449462546,31-40,98.48571428571428,0,0,3,1,0.6746120980436249
25.0,male,2,own,little,little,1258.0,24.0,business,good,52.41448272988625,18-30,50.32,0,0,1,1,0.4428697962798937
52.0,male,2,own,little,little,717.0,12.0,radio/TV,good,59.745021248229314,51-60,13.788461538461538,0,0,1,1,0.5824111822947
35.0,male,2,rent,moderate,little,1204.0,6.0,car,good,200.63322779536742,31-40,34.4,0,0,2,1,0.9074410163339384
26.0,male,2,own,little,rich,1925.0,24.0,furniture/equipment,good,80.20499145868922,18-30,74.03846153846153,0,0,1,3,0.3418803418803419
22.0,female,2,rent,little,little,433.0,18.0,radio/TV,bad,24.054219210043886,18-30,19.681818181818183,0,0,1,1,0.6978367062107467
39.0,female,1,own,rich,little,666.0,6.0,car,good,110.98150308281953,31-40,17.076923076923077,0,0,4,1,2.4009603841536618
46.0,female,1,own,little,rich,2251.0,12.0,furniture/equipment,good,187.56770269144238,41-50,48.93478260869565,0,0,1,3,0.30759766225776686
24.0,female,2,own,little,moderate,2150.0,30.0,car,bad,71.66427785740476,18-30,89.58333333333333,0,0,1,2,0.31746031746031744
35.0,male,2,own,moderate,little,4151.0,24.0,furniture/equipment,good,172.95112703637346,31-40,118.6,0,0,2,1,0.38827412152980006
24.0,male,2,own,little,moderate,2030.0,9.0,furniture/equipment,good,225.53049661148762,18-30,84.58333333333333,0,0,1,2,0.33003300330033003
27.0,male,1,own,little,moderate,7418.0,42.0,radio/TV,good,176.6148425037499,18-30,274.74074074074076,0,0,1,2,0.11879306248515088
35.0,male,1,own,little,little,2684.0,24.0,radio/TV,good,111.8286738052581,31-40,76.68571428571428,0,0,1,1,0.2714440825190011
29.0,male,2,free,little,little,2149.0,12.0,radio/TV,bad,179.06841096575286,18-30,74.10344827586206,0,0,1,1,0.31756113051762463
23.0,female,2,own,moderate,little,3812.0,15.0,car,good,254.1163922405173,18-30,165.7391304347826,0,0,2,1,0.4156275976724855
57.0,female,1,own,moderate,little,1154.0,11.0,radio/TV,good,104.89955458594673,51-60,20.24561403508772,0,0,2,1,0.9285051067780873
27.0,male,2,own,little,little,1657.0,12.0,furniture/equipment,good,138.07182734772104,18-30,61.370370370370374,0,0,1,1,0.3763643206624012
55.0,female,2,own,little,little,1603.0,24.0,radio/TV,good,66.78888379650847,51-60,29.145454545454545,0,0,1,1,0.38417210910487903
36.0,male,3,free,little,little,5302.0,18.0,car,good,294.53919226709627,31-40,147.27777777777777,0,0,1,1,0.1586797841954935
57.0,female,1,free,little,little,2748.0,12.0,education,good,228.98091825681195,51-60,48.21052631578947,0,0,1,1,0.26680896478121663
32.0,male,1,own,little,little,1231.0,10.0,car,good,123.08769123087691,31-40,38.46875,0,0,1,1,0.44822949350067237
37.0,male,2,own,little,moderate,802.0,15.0,radio/TV,bad,53.463102459836016,31-40,21.675675675675677,0,0,1,2,0.5549389567147613
36.0,male,2,own,little,little,6304.0,36.0,business,good,175.1062470486931,31-40,175.11111111111111,0,0,1,1,0.13691128148959475
38.0,female,2,own,little,little,1533.0,24.0,radio/TV,good,63.87233865255614,31-40,40.3421052631579,0,0,1,1,0.3947887879984209
45.0,male,3,own,little,little,7882.375,14.0,car,bad,562.9865723876866,41-50,175.1638888888889,0,0,1,1,0.11258250186464769
25.0,male,2,own,little,little,999.0,24.0,radio/TV,good,41.62326569726261,18-30,39.96,0,0,1,1,0.5002501250625312
32.0,male,2,own,little,little,2662.0,18.0,car,good,147.880673295928,31-40,83.1875,0,0,1,1,0.2730748225013654
37.0,female,2,rent,quite rich,little,1402.0,12.0,furniture/equipment,good,116.82359803349722,31-40,37.891891891891895,0,0,3,1,1.2489592006661114
36.0,male,3,free,little,moderate,7882.375,42.0,car,good,187.6711268779315,31-40,218.95486111111111,0,0,1,2,0.11258250186464769
28.0,male,2,own,little,moderate,3060.0,42.0,radio/TV,bad,72.85540820456656,18-30,109.28571428571429,0,0,1,2,0.2463054187192118
34.0,male,1,own,little,little,7882.375,30.0,repairs,bad,262.73707543081895,31-40,231.83455882352942,0,0,1,1,0.11258250186464769
32.0,male,2,own,little,little,2697.0,9.0,radio/TV,good,299.63337406954787,31-40,84.28125,0,0,1,1,0.27048958615093316
26.0,female,2,own,little,little,2404.0,18.0,radio/TV,good,133.54813621465473,18-30,92.46153846153847,0,0,1,1,0.2937720329024677
49.0,male,1,own,little,little,1262.0,12.0,furniture/equipment,good,105.157903508041,41-50,25.755102040816325,0,0,1,1,0.4420866489832007
32.0,female,2,own,little,little,4611.0,6.0,furniture/equipment,bad,768.3719380103315,31-40,144.09375,0,0,1,1,0.17822135091783997
29.0,male,3,rent,moderate,little,1901.0,24.0,radio/TV,good,79.20503312361984,18-30,65.55172413793103,0,0,2,1,0.6894174422612892
23.0,male,2,rent,rich,little,3368.0,15.0,car,good,224.51836544230386,18-30,146.43478260869566,0,0,4,1,0.9157509157509157
50.0,male,2,own,little,little,1574.0,12.0,furniture/equipment,good,131.15573702191486,41-50,31.48,0,0,1,1,0.38850038850038854
49.0,male,1,own,little,rich,1445.0,18.0,radio/TV,good,80.27331814899172,41-50,29.489795918367346,0,0,1,3,0.4089979550102249
63.0,male,2,own,little,little,1520.0,15.0,furniture/equipment,good,101.32657822811812,60+,24.126984126984127,0,0,1,1,0.3968253968253968
37.0,male,2,own,moderate,moderate,3878.0,24.0,car,good,161.57660097495938,31-40,104.8108108108108,0,0,2,2,0.4100041000410004
35.0,female,1,own,little,little,7882.375,42.0,car,good,187.6711268779315,31-40,225.2107142857143,0,0,1,1,0.11258250186464769
26.0,male,2,own,little,little,4788.0,42.0,car,good,113.99728577891003,18-30,184.15384615384616,0,0,1,1,0.17277125086385625
31.0,male,3,free,moderate,moderate,7582.0,42.0,vacation/others,good,180.51951144020381,31-40,244.58064516129033,0,0,2,2,0.23304591004427871
49.0,female,2,own,little,moderate,1092.0,12.0,radio/TV,good,90.99241729855846,41-50,22.285714285714285,0,0,1,2,0.4780114722753346
48.0,male,2,own,little,little,1024.0,24.0,radio/TV,bad,42.66488896295987,41-50,21.333333333333332,0,0,1,1,0.49407114624505927
26.0,male,2,own,little,little,1076.0,12.0,business,good,89.65919506707775,18-30,41.38461538461539,0,0,1,1,0.4816955684007707
28.0,male,3,rent,little,moderate,7882.375,36.0,car,bad,218.94877920057777,18-30,281.51339285714283,0,0,1,2,0.11258250186464769
44.0,female,3,free,little,little,6419.0,24.0,car,good,267.44718970042913,41-50,145.88636363636363,0,0,1,1,0.13478905512872355
56.0,male,2,free,little,rich,4796.0,42.0,car,good,114.1877574343468,51-60,85.64285714285714,0,0,1,3,0.1725327812284334
46.0,male,3,own,little,little,7629.0,42.0,business,good,181.63853241589487,41-50,165.84782608695653,0,0,1,1,0.11588828369451849
26.0,female,2,own,little,moderate,7882.375,42.0,furniture/equipment,bad,187.6711268779315,18-30,303.1682692307692,0,0,1,2,0.11258250186464769
20.0,female,2,rent,little,little,4675.0,12.0,car,good,389.55087076076995,18-30,233.75,0,0,1,1,0.1762114537444934
45.0,male,1,own,little,little,1287.0,10.0,car,good,128.6871312868713,41-50,28.6,0,0,1,1,0.4372540445999126
43.0,male,2,own,little,little,2515.0,18.0,furniture/equipment,good,139.71446030776067,41-50,58.48837209302326,0,0,1,1,0.28449502133712656
32.0,male,2,own,rich,moderate,2745.0,21.0,furniture/equipment,good,130.70806152087994,31-40,85.78125,0,0,4,2,1.0680907877169559
54.0,female,0,own,little,little,672.0,6.0,car,good,111.98133644392601,51-60,12.444444444444445,0,0,1,1,0.5980861244019138
42.0,female,2,own,little,moderate,3804.0,36.0,radio/TV,bad,105.66373156301215,41-50,90.57142857142857,0,0,1,2,0.20815986677768525
37.0,male,1,own,little,rich,1344.0,24.0,car,bad,55.99766676388484,31-40,36.32432432432432,0,0,1,3,0.4266211604095563
49.0,male,2,own,little,little,1038.0,10.0,car,good,103.78962103789621,41-50,21.183673469387756,0,0,1,1,0.4906771344455348
44.0,male,2,free,quite rich,little,7882.375,42.0,car,bad,187.6711268779315,41-50,179.14488636363637,0,0,3,1,0.33774750559394306
33.0,male,2,own,rich,little,1543.0,6.0,furniture/equipment,good,257.1238126978837,31-40,46.75757575757576,0,0,4,1,1.5729453401494298
24.0,female,1,rent,little,little,4811.0,30.0,car,good,160.36132128929034,18-30,200.45833333333334,0,0,1,1,0.17208742040956806
33.0,male,1,own,moderate,little,727.0,12.0,radio/TV,bad,60.57828514290476,31-40,22.03030303030303,0,0,2,1,1.1580775911986103
24.0,female,2,own,little,moderate,1237.0,8.0,furniture/equipment,bad,154.60567429071367,18-30,51.541666666666664,0,0,1,2,0.44702726866338843
22.0,male,1,rent,little,moderate,276.0,9.0,car,good,30.663259637818022,18-30,12.545454545454545,0,0,1,2,0.7836990595611285
40.0,male,0,free,little,moderate,5381.0,42.0,vacation/others,good,128.11599723816101,31-40,134.525,0,0,1,2,0.1567152483936687
25.0,male,2,own,moderate,little,5511.0,24.0,furniture/equipment,good,229.61543269030457,18-30,220.44,0,0,2,1,0.3071724773460298
26.0,female,2,own,little,rich,3749.0,24.0,furniture/equipment,good,156.20182492396148,18-30,144.19230769230768,0,0,1,3,0.21057064645188459
25.0,male,1,own,little,moderate,685.0,12.0,car,bad,57.0785767852679,18-30,27.4,0,0,1,2,0.5934718100890207
29.0,male,1,own,little,rich,1494.0,4.0,car,good,373.4066483379155,18-30,51.51724137931034,0,0,1,3,0.400962309542903
31.0,male,2,own,little,little,2746.0,36.0,furniture/equipment,bad,76.27565900947197,31-40,88.58064516129032,0,0,1,1,0.2669514148424987
38.0,male,1,own,little,little,708.0,12.0,furniture/equipment,good,58.99508374302142,31-40,18.63157894736842,0,0,1,1,0.585480093676815
48.0,female,1,own,little,moderate,4351.0,24.0,furniture/equipment,good,181.28411316195158,41-50,90.64583333333333,0,0,1,2,0.18688095683049896
32.0,male,2,own,little,little,701.0,12.0,education,good,58.41179901674861,31-40,21.90625,0,0,1,1,0.5878894767783657
27.0,female,1,own,little,little,3643.0,15.0,furniture/equipment,good,242.850476634891,18-30,134.92592592592592,0,0,1,1,0.21537798836958863
28.0,male,3,own,little,moderate,4249.0,30.0,car,bad,141.62861237958734,18-30,151.75,0,0,1,2,0.19051247856734618
32.0,male,2,own,little,little,1938.0,24.0,radio/TV,bad,80.7466355568518,31-40,60.5625,0,0,1,1,0.34036759700476515
34.0,male,3,free,little,little,2910.0,24.0,car,good,121.24494812716136,31-40,85.58823529411765,0,0,1,1,0.2557544757033248
28.0,male,2,own,rich,little,2659.0,18.0,furniture/equipment,good,147.7140158880062,18-30,94.96428571428571,0,0,4,1,1.0931948619841487
36.0,female,2,own,little,little,1028.0,18.0,car,good,57.107938447864,31-40,28.555555555555557,0,0,1,1,0.4930966469428008
39.0,male,1,own,little,little,3398.0,8.0,car,good,424.6969128858893,31-40,87.12820512820512,0,0,1,1,0.22737608003638018
49.0,male,2,rent,little,little,5801.0,12.0,furniture/equipment,good,483.3763853012249,41-50,118.38775510204081,0,0,1,1,0.14703720041170415
34.0,female,2,own,rich,little,1525.0,24.0,car,good,63.539019207533016,31-40,44.85294117647059,0,0,4,1,1.5841584158415842
31.0,male,2,own,little,rich,4473.0,36.0,radio/TV,good,124.24654870698036,31-40,144.29032258064515,0,0,1,3,0.18271514708569342
28.0,male,2,own,little,moderate,1068.0,6.0,radio/TV,good,177.97033827695384,18-30,38.142857142857146,0,0,1,2,0.48355899419729204
64.5,male,3,free,little,little,6615.0,24.0,car,good,275.61351610349567,60+,102.55813953488372,0,0,1,1,0.13131976362442546
30.0,female,2,own,moderate,little,1864.0,18.0,education,bad,103.54980278873396,18-30,62.13333333333333,0,0,2,1,0.6983240223463687
24.0,female,3,own,moderate,moderate,7408.0,42.0,car,bad,176.37675293445395,18-30,308.6666666666667,0,0,2,2,0.23786869647954326
24.0,female,1,rent,moderate,little,7882.375,42.0,car,bad,187.6711268779315,18-30,328.4322916666667,0,0,2,1,0.22516500372929538
23.0,male,2,rent,little,little,4110.0,24.0,furniture/equipment,bad,171.24286488062995,18-30,178.69565217391303,0,0,1,1,0.19569471624266144
44.0,male,3,rent,little,little,3384.0,6.0,furniture/equipment,bad,563.906015664056,41-50,76.9090909090909,0,0,1,1,0.22810218978102187
23.0,female,1,own,little,moderate,2101.0,13.0,radio/TV,good,161.6029536189524,18-30,91.34782608695652,0,0,1,2,0.32247662044501774
24.0,female,2,rent,little,little,1275.0,15.0,domestic appliances,bad,84.99433371108593,18-30,53.125,0,0,1,1,0.43956043956043955
28.0,male,2,own,little,little,4169.0,24.0,furniture/equipment,good,173.7010957876755,18-30,148.89285714285714,0,0,1,1,0.19346101760495263
31.0,male,1,own,little,moderate,1521.0,10.0,furniture/equipment,good,152.08479152084792,31-40,49.064516129032256,0,0,1,2,0.39666798889329635
24.0,female,2,free,little,moderate,5743.0,24.0,education,good,239.28169659597515,18-30,239.29166666666666,0,0,1,2,0.14830194275545008
26.0,female,1,rent,little,little,3599.0,21.0,furniture/equipment,good,171.37279177182037,18-30,138.42307692307693,0,0,1,1,0.21743857360295715
25.0,male,2,rent,quite rich,moderate,3213.0,18.0,radio/TV,good,178.49008388422865,18-30,128.52,0,0,3,2,0.7120816520294327
33.0,male,3,own,little,moderate,4439.0,18.0,business,good,246.59741125493028,31-40,134.5151515151515,0,0,1,2,0.18385732671446958
37.0,male,1,own,little,rich,3949.0,10.0,car,good,394.86051394860516,31-40,106.72972972972973,0,0,1,3,0.2020610224287735
43.0,female,1,own,little,little,1459.0,15.0,radio/TV,good,97.26018265448971,41-50,33.93023255813954,0,0,1,1,0.40666937779585194
23.0,male,2,own,little,moderate,882.0,13.0,radio/TV,good,67.84093531266826,18-30,38.34782608695652,0,0,1,2,0.5313496280552603
23.0,female,0,rent,quite rich,moderate,3758.0,24.0,radio/TV,good,156.5768092996125,18-30,163.3913043478261,0,0,3,2,0.6305170239596469
34.0,male,1,own,moderate,little,1743.0,6.0,business,good,290.45159140143306,31-40,51.26470588235294,0,0,2,1,0.7291286912139991
32.0,male,2,free,rich,moderate,1136.0,9.0,education,bad,126.20819908899011,31-40,35.5,0,0,4,2,1.8726591760299625
23.0,female,2,rent,little,little,1236.0,9.0,domestic appliances,good,137.31807576935896,18-30,53.73913043478261,0,0,1,1,0.44722719141323797
29.0,female,2,own,little,moderate,959.0,9.0,furniture/equipment,bad,106.54371736473726,18-30,33.06896551724138,0,0,1,2,0.5104645227156712
38.0,male,3,own,little,little,3229.0,18.0,car,good,179.37892339314482,31-40,84.97368421052632,0,0,1,1,0.23646252069047055
28.0,male,2,rent,little,little,6199.0,12.0,radio/TV,bad,516.5402883093076,18-30,221.39285714285714,0,0,1,1,0.13890818169190167
46.0,male,2,free,quite rich,little,727.0,10.0,education,good,72.69273072692731,41-50,15.804347826086957,0,0,3,1,1.7371163867979156
23.0,male,1,own,little,moderate,1246.0,24.0,car,bad,51.91450356235156,18-30,54.17391304347826,0,0,1,2,0.4452359750667854
49.0,male,2,own,little,little,2331.0,12.0,radio/TV,good,194.23381384884593,41-50,47.57142857142857,0,0,1,1,0.30021014710297206
26.0,male,3,own,little,little,4463.0,36.0,radio/TV,bad,123.96877864503764,18-30,171.65384615384616,0,0,1,1,0.18304960644334614
28.0,male,2,own,little,little,776.0,12.0,radio/TV,good,64.66127822681443,18-30,27.714285714285715,0,0,1,1,0.5630630630630631
23.0,female,2,rent,little,little,2406.0,30.0,furniture/equipment,bad,80.19732675577481,18-30,104.6086956521739,0,0,1,1,0.2935995302407516
61.0,male,2,free,little,moderate,1239.0,18.0,education,good,68.82950947169601,60+,20.311475409836067,0,0,1,2,0.44662795891022783
37.0,male,3,own,little,rich,3399.0,12.0,radio/TV,good,283.22639780018335,31-40,91.86486486486487,0,0,1,3,0.22732439190725165
36.0,female,2,own,little,rich,2247.0,12.0,car,good,187.2343971335722,31-40,62.416666666666664,0,0,1,3,0.3079765937788728
21.0,male,2,rent,little,little,1766.0,6.0,furniture/equipment,good,294.28428595234124,18-30,84.0952380952381,0,0,1,1,0.3615328994938539
25.0,male,0,own,little,little,2473.0,18.0,furniture/equipment,bad,137.38125659685574,18-30,98.92,0,0,1,1,0.2879355024474518
36.0,male,2,own,little,little,1542.0,12.0,business,good,128.48929255895342,31-40,42.833333333333336,0,0,1,1,0.39339103068450043
27.0,male,2,own,little,little,3850.0,18.0,car,good,213.8770068329537,18-30,142.59259259259258,0,0,1,1,0.2061855670103093
22.0,female,2,rent,little,little,3650.0,18.0,furniture/equipment,good,202.76651297150156,18-30,165.9090909090909,0,0,1,1,0.2150537634408602
42.0,male,2,own,little,little,3446.0,36.0,furniture/equipment,bad,95.71956334546263,41-50,82.04761904761905,0,0,1,1,0.2249212775528565
40.0,female,2,rent,little,moderate,3001.0,18.0,furniture/equipment,good,166.71296039108938,31-40,75.025,0,0,1,2,0.24993751562109476
36.0,male,2,own,little,little,3079.0,36.0,car,good,85.52540207216467,31-40,85.52777777777777,0,0,1,1,0.24515812699190975
33.0,male,2,own,little,little,6070.0,18.0,radio/TV,good,337.20348869507245,31-40,183.93939393939394,0,0,1,1,0.14144271570014144
23.0,female,2,rent,little,little,2146.0,10.0,furniture/equipment,good,214.57854214578543,18-30,93.30434782608695,0,0,1,1,0.3178639542275906
63.0,male,3,free,little,little,7882.375,42.0,car,good,187.6711268779315,60+,125.1170634920635,0,0,1,1,0.11258250186464769
60.0,female,3,free,moderate,moderate,7882.375,42.0,vacation/others,bad,187.6711268779315,51-60,131.37291666666667,0,0,2,2,0.22516500372929538
37.0,female,2,rent,little,little,7685.0,42.0,business,bad,182.9718340039523,31-40,207.7027027027027,0,0,1,1,0.11514104778353484
34.0,male,2,own,little,little,2320.0,18.0,radio/TV,good,128.88172879284483,31-40,68.23529411764706,0,0,1,1,0.30120481927710846
36.0,male,2,free,little,little,846.0,7.0,radio/TV,good,120.8398800171404,31-40,23.5,0,0,1,1,0.5417118093174431
57.0,male,3,free,little,moderate,7882.375,36.0,car,bad,218.94877920057777,51-60,138.28728070175438,0,0,1,2,0.11258250186464769
52.0,female,1,own,moderate,little,362.0,6.0,car,good,60.323279453424426,51-60,6.961538461538462,0,0,2,1,1.4684287812041115
39.0,male,2,own,little,little,2212.0,20.0,furniture/equipment,good,110.59447027648616,31-40,56.717948717948715,0,0,1,1,0.311332503113325
38.0,female,3,free,little,moderate,7882.375,18.0,car,bad,437.8853952558191,31-40,207.4309210526316,0,0,1,2,0.11258250186464769
25.0,female,2,rent,little,little,1283.0,22.0,car,good,58.31553111222217,18-30,51.32,0,0,1,1,0.43802014892685065
26.0,male,2,own,little,rich,1330.0,12.0,car,good,110.82409799183402,18-30,51.15384615384615,0,0,1,3,0.4291845493562232
26.0,male,1,own,moderate,little,4272.0,30.0,business,good,142.39525349155028,18-30,164.30769230769232,0,0,2,1,0.3793626707132018
25.0,female,2,own,little,little,2238.0,18.0,radio/TV,good,124.32642630964945,18-30,89.52,0,0,1,1,0.30883261272390367
21.0,female,2,rent,little,little,1126.0,18.0,radio/TV,good,62.552080439975555,18-30,53.61904761904762,0,0,1,1,0.4703668861712136
40.0,male,3,own,little,moderate,7374.0,18.0,furniture/equipment,good,409.6439086717404,31-40,184.35,0,0,1,2,0.11941724385001196
27.0,male,2,own,quite rich,moderate,2326.0,15.0,business,good,155.05632957802814,18-30,86.14814814814815,0,0,3,2,0.9019843656043295
27.0,female,2,own,little,little,1449.0,9.0,business,good,160.98211309854463,18-30,53.666666666666664,0,0,1,1,0.4083299305839118
30.0,male,3,own,little,little,1820.0,18.0,car,good,101.10549413921449,18-30,60.666666666666664,0,0,1,1,0.35460992907801414
19.0,female,1,rent,rich,moderate,983.0,12.0,furniture/equipment,good,81.90984084659613,18-30,51.73684210526316,0,0,4,2,2.0171457387796266
39.0,male,3,free,little,little,3249.0,36.0,car,good,90.24749312519097,31-40,83.3076923076923,0,0,1,1,0.23534949399858787
31.0,female,2,own,little,little,1957.0,6.0,radio/TV,good,326.11231461423097,31-40,63.12903225806452,0,0,1,1,0.3381805884342239
31.0,male,3,own,little,little,2406.0,9.0,furniture/equipment,good,267.3036329296745,31-40,77.61290322580645,0,0,1,1,0.2935995302407516
32.0,male,2,rent,moderate,moderate,7882.375,39.0,education,good,202.1069972564806,31-40,246.32421875,0,0,2,2,0.22516500372929538
55.0,female,3,free,little,little,2578.0,12.0,furniture/equipment,good,214.8154320473294,51-60,46.872727272727275,0,0,1,1,0.27948574622694244
46.0,male,2,own,little,little,2348.0,36.0,furniture/equipment,good,65.22041054415156,41-50,51.04347826086956,0,0,1,1,0.2986857825567503
46.0,male,2,rent,little,moderate,1223.0,12.0,car,bad,101.90817431880677,41-50,26.58695652173913,0,0,1,2,0.449842555105713
43.0,female,1,own,rich,little,1516.0,24.0,radio/TV,good,63.164034831882,41-50,35.25581395348837,0,0,4,1,1.589825119236884
39.0,male,2,own,little,little,1473.0,18.0,radio/TV,good,81.82878728959501,31-40,37.76923076923077,0,0,1,1,0.4043671653861707
28.0,male,2,own,little,moderate,1887.0,18.0,business,good,104.82750958280094,18-30,67.39285714285714,0,0,1,2,0.34638032559750603
27.0,male,2,own,little,little,7882.375,24.0,business,bad,328.4186075580184,18-30,291.93981481481484,0,0,1,1,0.11258250186464769
27.0,male,1,own,little,little,802.0,14.0,car,good,57.28162274123277,18-30,29.703703703703702,0,0,1,1,0.5549389567147613
43.0,male,2,own,little,moderate,2899.0,18.0,car,good,161.0466085217488,41-50,67.4186046511628,0,0,1,2,0.25647601949217746
22.0,male,2,own,little,moderate,2039.0,24.0,radio/TV,bad,84.95479355026873,18-30,92.68181818181819,0,0,1,2,0.3290556103981573
43.0,male,2,own,little,little,2197.0,24.0,car,good,91.53785258947543,41-50,51.093023255813954,0,0,1,1,0.3127932436659368
27.0,male,2,own,little,little,1053.0,15.0,radio/TV,good,70.1953203119792,18-30,39.0,0,0,1,1,0.4870920603994155
26.0,male,3,own,quite rich,little,3235.0,24.0,radio/TV,good,134.78605058122577,18-30,124.42307692307692,0,0,3,1,0.7083825265643449
28.0,male,2,own,quite rich,rich,939.0,12.0,car,bad,78.24347971002418,18-30,33.535714285714285,0,0,3,3,1.5471892728210417
20.0,female,2,own,little,moderate,1967.0,24.0,radio/TV,good,81.95491854506062,18-30,98.35,0,0,1,2,0.33704078193461406
35.0,male,3,own,little,little,7253.0,33.0,car,good,219.78121875094695,31-40,207.22857142857143,0,0,1,1,0.12116806009935781
42.0,male,3,own,little,little,2292.0,12.0,business,bad,190.9840846596117,41-50,54.57142857142857,0,0,1,1,0.3037667071688943
